ticker,date,open,high,low,close,volume
AAPL,2020-06-30,83.6325,84.6767,82.8158,83.86,8199107
AAPL,2020-07-01,80.979,81.5054,80.7727,81.2992,3806284
AAPL,2020-07-02,81.158,82.1954,80.3733,81.4107,49507518
AAPL,2020-07-03,79.6323,80.2806,79.051,79.6993,29052393
AAPL,2020-07-06,80.2679,81.1827,79.543,80.4578,49725617
AAPL,2020-07-07,78.2101,79.4587,77.7432,78.9918,29516272
AAPL,2020-07-08,81.7835,82.3023,80.9601,81.4788,11002707
AAPL,2020-07-09,79.7822,80.707,79.2876,80.2124,7572531
AAPL,2020-07-10,79.7927,80.3906,79.0996,79.6974,2141452
AAPL,2020-07-13,81.8448,82.1321,80.7174,81.0047,23327776
AAPL,2020-07-14,78.6716,79.2503,78.4563,79.0349,33051072
AAPL,2020-07-15,78.3908,79.7772,78.009,79.3953,33080782
AAPL,2020-07-16,81.3817,82.1328,80.7473,81.4983,1113936
AAPL,2020-07-17,79.3543,79.671,78.603,78.9198,8539769
AAPL,2020-07-20,79.9874,80.5855,78.6137,79.2118,12638087
AAPL,2020-07-21,79.1351,80.4029,78.3568,79.6246,48257306
AAPL,2020-07-22,81.0803,81.3394,80.6202,80.8794,38834860
AAPL,2020-07-23,78.7195,79.4984,78.1242,78.9031,31776598
AAPL,2020-07-24,76.8059,77.2945,76.358,76.8466,44855533
AAPL,2020-07-27,78.6797,79.3794,76.9532,77.653,3433351
AAPL,2020-07-28,77.5286,78.4147,77.2295,78.1156,19966279
AAPL,2020-07-29,78.6075,79.2116,77.9038,78.5079,12370810
AAPL,2020-07-30,79.2386,79.9332,78.3592,79.0538,17199129
AAPL,2020-07-31,78.4093,79.1567,77.2384,77.9859,20596398
AAPL,2020-08-03,78.3874,78.9847,77.7516,78.349,10382586
AAPL,2020-08-04,78.931,79.4218,78.3187,78.8096,28639012
AAPL,2020-08-05,77.5395,78.2459,76.9852,77.6916,30597851
AAPL,2020-08-06,80.754,81.4812,79.9183,80.6455,46422040
AAPL,2020-08-07,81.2737,81.9653,80.7217,81.4134,26248630
AAPL,2020-08-10,79.7436,79.9605,79.2797,79.4965,13413953
AAPL,2020-08-11,80.3984,81.3111,79.6347,80.5473,45772085
AAPL,2020-08-12,79.1413,79.7473,78.3864,78.9923,35833105
AAPL,2020-08-13,80.2339,80.8534,79.6261,80.2457,14575056
AAPL,2020-08-14,82.5892,82.9274,81.7886,82.1268,5115741
AAPL,2020-08-17,80.7691,81.391,80.1678,80.7898,17423519
AAPL,2020-08-18,81.6314,82.8107,81.1822,82.3615,4457521
AAPL,2020-08-19,83.5683,84.1815,82.4311,83.0443,32098588
AAPL,2020-08-20,84.0386,84.6995,83.7601,84.4209,22461229
AAPL,2020-08-21,87.3984,88.3369,86.7466,87.685,30797713
AAPL,2020-08-24,86.9959,88.1279,86.1237,87.2557,11843306
AAPL,2020-08-25,86.5409,86.7869,85.7043,85.9502,6683860
AAPL,2020-08-26,83.5331,85.2646,82.7032,84.4347,26664336
AAPL,2020-08-27,84.3714,84.8326,82.607,83.0682,46444007
AAPL,2020-08-28,83.3782,84.1272,82.1912,82.9402,35321874
AAPL,2020-08-31,83.6013,84.3001,82.8093,83.5081,25713843
AAPL,2020-09-01,83.9484,84.5385,83.3814,83.9715,19707656
AAPL,2020-09-02,85.4941,86.1804,84.686,85.3722,43322633
AAPL,2020-09-03,85.6169,86.3931,84.6183,85.3944,35049387
AAPL,2020-09-04,88.1969,88.6832,87.4271,87.9133,6478878
AAPL,2020-09-07,87.6921,88.1253,87.0161,87.4492,15465494
AAPL,2020-09-08,92.3799,93.0731,91.6454,92.3385,6679487
AAPL,2020-09-09,93.409,94.3015,92.6087,93.5013,16726259
AAPL,2020-09-10,91.8425,92.6673,91.0872,91.912,19403744
AAPL,2020-09-11,89.8767,90.7276,89.1135,89.9644,40651128
AAPL,2020-09-14,91.3516,91.8755,90.3129,90.8367,3914611
AAPL,2020-09-15,90.7,91.4808,89.6509,90.4316,28953800
AAPL,2020-09-16,90.3836,92.0443,90.0716,91.7323,48482549
AAPL,2020-09-17,92.9083,93.518,91.9949,92.6046,20024896
AAPL,2020-09-18,92.5599,92.795,92.2346,92.4698,41143586
AAPL,2020-09-21,90.9084,91.3656,90.4598,90.9169,17037706
AAPL,2020-09-22,88.0324,88.6667,87.5695,88.2037,14329672
AAPL,2020-09-23,87.9109,88.3892,86.9413,87.4196,34853215
AAPL,2020-09-24,89.3511,90.0373,88.2436,88.9298,12765518
AAPL,2020-09-25,88.9663,89.7949,88.4827,89.3114,26118176
AAPL,2020-09-28,87.291,87.8019,86.6028,87.1137,34311980
AAPL,2020-09-29,86.9913,87.7902,86.617,87.416,10526221
AAPL,2020-09-30,87.4846,88.5591,87.0177,88.0922,38434360
AAPL,2020-10-01,86.2775,86.9126,85.9136,86.5487,8039879
AAPL,2020-10-02,87.1895,87.4542,86.5505,86.8152,3115226
AAPL,2020-10-05,87.3305,87.9412,86.3057,86.9163,7962365
AAPL,2020-10-06,85.1699,85.8081,84.3139,84.952,35895115
AAPL,2020-10-07,85.8723,86.4837,84.9506,85.5621,21407616
AAPL,2020-10-08,86.7504,87.2675,86.01,86.5271,6994602
AAPL,2020-10-09,88.1382,88.8947,87.6653,88.4218,20631335
AAPL,2020-10-12,90.5002,91.3107,89.4947,90.3052,7307517
AAPL,2020-10-13,88.2025,88.7642,87.2893,87.8509,38151602
AAPL,2020-10-14,86.5437,87.0691,85.6931,86.2185,4305610
AAPL,2020-10-15,87.6291,87.8636,86.8767,87.1112,26619046
AAPL,2020-10-16,88.3227,88.7679,87.5657,88.011,3088618
AAPL,2020-10-19,89.0785,89.5544,88.4464,88.9222,47775134
AAPL,2020-10-20,96.5589,97.0863,95.5176,96.045,31693648
AAPL,2020-10-21,97.135,97.8135,96.4694,97.1479,33884192
AAPL,2020-10-22,98.9413,100.0257,98.2952,99.3795,11987935
AAPL,2020-10-23,101.2113,102.009,100.4962,101.2939,42150969
AAPL,2020-10-26,102.2399,103.4674,101.3947,102.6222,24700188
AAPL,2020-10-27,101.6329,102.8539,100.7561,101.9771,15094164
AAPL,2020-10-28,103.4621,104.3534,102.6456,103.5369,30811111
AAPL,2020-10-29,101.5449,102.9344,100.5595,101.9489,32223190
AAPL,2020-10-30,101.3109,101.7347,101.0434,101.4671,24537207
AAPL,2020-11-02,99.5355,100.8857,99.1368,100.4869,28963733
AAPL,2020-11-03,100.759,101.0163,100.3943,100.6516,16741873
AAPL,2020-11-04,105.4213,106.1968,104.6452,105.4206,24835237
AAPL,2020-11-05,101.1414,102.4942,100.2035,101.5563,16163300
AAPL,2020-11-06,103.2991,103.7446,102.5144,102.9598,40674354
AAPL,2020-11-09,100.1592,101.1016,98.7495,99.6919,40129909
AAPL,2020-11-10,97.9616,99.0469,97.67,98.7553,41474311
AAPL,2020-11-11,100.5448,101.8894,99.5851,100.9297,42313512
AAPL,2020-11-12,100.6709,101.5787,100.1517,101.0596,7662064
AAPL,2020-11-13,98.4397,99.227,98.1172,98.9045,1217314
AAPL,2020-11-16,97.904,98.5031,96.9006,97.4997,6728394
AAPL,2020-11-17,98.7381,99.2714,98.3007,98.8339,49388951
AAPL,2020-11-18,97.2719,97.8523,96.8203,97.4007,18525908
AAPL,2020-11-19,96.8432,98.2933,96.3732,97.8233,36937394
AAPL,2020-11-20,98.2236,99.0581,97.078,97.9125,45019815
AAPL,2020-11-23,96.0459,97.2772,95.4135,96.6448,49662354
AAPL,2020-11-24,100.9092,101.3969,100.3912,100.8789,16214586
AAPL,2020-11-25,102.3078,103.0308,101.443,102.1661,9970512
AAPL,2020-11-26,98.7782,99.5504,97.3385,98.1107,29454034
AAPL,2020-11-27,97.8328,98.9248,97.3853,98.4773,21658359
AAPL,2020-11-30,95.7152,97.7268,95.1708,97.1824,22688293
AAPL,2020-12-01,98.9443,99.2818,98.516,98.8535,19722753
AAPL,2020-12-02,98.1749,98.5503,96.9235,97.299,44984421
AAPL,2020-12-03,97.6773,98.4159,96.3373,97.0759,42495670
AAPL,2020-12-04,98.1641,98.5427,97.6828,98.0613,26243940
AAPL,2020-12-07,99.5288,100.4165,98.8864,99.7741,43327410
AAPL,2020-12-08,97.8005,98.562,96.6459,97.4074,28188467
AAPL,2020-12-09,96.287,97.0774,95.9675,96.7579,21151875
AAPL,2020-12-10,96.0715,96.7189,95.1958,95.8432,29618453
AAPL,2020-12-11,94.8381,95.2566,94.1805,94.599,29694704
AAPL,2020-12-14,98.5184,99.4711,97.0461,97.9989,2572138
AAPL,2020-12-15,100.1591,100.7644,98.1906,98.7959,44960377
AAPL,2020-12-16,96.5246,97.3478,95.5124,96.3356,11712332
AAPL,2020-12-17,97.8707,98.7706,97.2205,98.1204,45171571
AAPL,2020-12-18,102.3615,102.6638,102.0722,102.3746,27795577
AAPL,2020-12-21,103.5861,105.2681,102.8285,104.5105,14405288
AAPL,2020-12-22,101.0303,102.3593,100.0534,101.3825,14468899
AAPL,2020-12-23,100.1999,101.1094,99.4958,100.4054,25626669
AAPL,2020-12-24,102.7121,103.8721,101.8219,102.982,8001837
AAPL,2020-12-25,101.612,102.5392,100.6075,101.5347,4497831
AAPL,2020-12-28,102.0187,102.8713,101.5874,102.44,3848439
AAPL,2020-12-29,104.6225,105.0481,103.6138,104.0394,23755322
AAPL,2020-12-30,102.1285,102.8518,101.4051,102.1284,25843035
AAPL,2020-12-31,102.0021,102.5764,101.4327,102.0069,48453056
AAPL,2021-01-01,95.4473,96.4452,94.6061,95.604,47663593
AAPL,2021-01-04,93.7379,94.6044,92.7988,93.6653,32443759
AAPL,2021-01-05,93.5778,94.0578,92.7133,93.1933,28688743
AAPL,2021-01-06,90.5023,91.2851,90.1136,90.8964,42888352
AAPL,2021-01-07,93.6039,94.6975,92.8194,93.913,3021835
AAPL,2021-01-08,91.1262,91.6811,90.71,91.2648,7427095
AAPL,2021-01-11,89.8564,91.2495,89.0721,90.4652,30014915
AAPL,2021-01-12,90.3305,91.217,89.8155,90.702,48206309
AAPL,2021-01-13,93.1323,94.0554,92.4315,93.3546,38086106
AAPL,2021-01-14,91.1084,91.4002,90.4201,90.7118,25113518
AAPL,2021-01-15,92.9687,93.6353,92.1803,92.8468,29093327
AAPL,2021-01-18,92.9557,93.5025,92.319,92.8658,31097591
AAPL,2021-01-19,91.448,92.0763,90.4324,91.0606,7282827
AAPL,2021-01-20,91.843,92.2517,91.4974,91.9061,32460638
AAPL,2021-01-21,92.4529,93.1935,91.5321,92.2727,43293719
AAPL,2021-01-22,91.1246,91.9896,90.3067,91.1717,49442092
AAPL,2021-01-25,91.4202,91.7969,90.9224,91.2991,40576088
AAPL,2021-01-26,90.3342,90.8897,90.0427,90.5982,30990398
AAPL,2021-01-27,89.6968,91.0472,89.4537,90.8041,7519585
AAPL,2021-01-28,91.9528,92.6877,91.2797,92.0146,9132162
AAPL,2021-01-29,95.6558,96.3257,94.3102,94.9801,22588887
AAPL,2021-02-01,93.0867,93.6983,92.0461,92.6576,10492989
AAPL,2021-02-02,97.1627,97.5727,96.286,96.696,25325097
AAPL,2021-02-03,93.5683,94.0734,92.4884,92.9935,6055769
AAPL,2021-02-04,92.7528,93.3979,92.0665,92.7117,30598611
AAPL,2021-02-05,93.9015,94.4856,93.225,93.809,17613311
AAPL,2021-02-08,94.0463,95.2724,93.1116,94.3377,32849831
AAPL,2021-02-09,93.0228,93.4983,92.6946,93.1701,23838482
AAPL,2021-02-10,93.0687,93.7844,92.0674,92.7831,22079044
AAPL,2021-02-11,92.4257,92.934,91.3644,91.8727,24286978
AAPL,2021-02-12,90.7328,91.3147,90.2143,90.7961,31271417
AAPL,2021-02-15,92.1443,93.0801,91.4163,92.3521,18321242
AAPL,2021-02-16,93.0142,93.7298,92.2983,93.0139,38497295
AAPL,2021-02-17,92.0096,92.9209,90.8225,91.7338,13696688
AAPL,2021-02-18,92.7249,93.7227,92.4015,93.3992,30540622
AAPL,2021-02-19,92.8961,94.2833,92.5878,93.975,40797922
AAPL,2021-02-22,95.2524,96.273,94.4947,95.5153,41038859
AAPL,2021-02-23,96.1353,97.3871,95.4739,96.7257,24998568
AAPL,2021-02-24,94.8935,95.5686,94.46,95.1352,32239860
AAPL,2021-02-25,94.0058,94.3665,93.7145,94.0753,22249305
AAPL,2021-02-26,95.2755,95.792,94.9754,95.4919,42175390
AAPL,2021-03-01,97.3667,98.2567,95.7748,96.6647,22207891
AAPL,2021-03-02,96.7822,97.1628,96.2437,96.6243,33059531
AAPL,2021-03-03,96.9968,97.4739,96.3743,96.8513,13563926
AAPL,2021-03-04,99.6672,100.0845,98.9408,99.3581,6918806
AAPL,2021-03-05,97.6304,98.6964,97.1235,98.1895,9513199
AAPL,2021-03-08,99.7855,100.0854,98.9699,99.2698,16272118
AAPL,2021-03-09,98.8317,99.5012,98.1996,98.8691,26804928
AAPL,2021-03-10,98.7696,99.0657,98.1436,98.4396,11986741
AAPL,2021-03-11,100.0875,101.4824,99.232,100.6268,14356632
AAPL,2021-03-12,101.507,102.7369,101.072,102.3018,48081025
AAPL,2021-03-15,104.4051,105.0862,103.2988,103.9799,12685762
AAPL,2021-03-16,106.9314,107.9027,105.7592,106.7305,44151508
AAPL,2021-03-17,106.2938,107.5635,105.5056,106.7754,35714584
AAPL,2021-03-18,107.771,108.9449,107.0677,108.2416,17151379
AAPL,2021-03-19,108.1774,108.708,107.0415,107.5721,13129712
AAPL,2021-03-22,107.6278,108.8128,107.0868,108.2717,43926707
AAPL,2021-03-23,108.8773,109.6895,107.1781,107.9903,46166293
AAPL,2021-03-24,107.7128,109.2772,106.6355,108.2,7305236
AAPL,2021-03-25,109.8451,110.6624,108.6784,109.4956,3365885
AAPL,2021-03-26,107.5414,108.4383,106.8214,107.7184,7195196
AAPL,2021-03-29,112.6605,113.5568,111.4255,112.3218,1880096
AAPL,2021-03-30,109.7849,110.7437,109.1256,110.0844,33420723
AAPL,2021-03-31,107.3559,107.7604,107.0388,107.4433,29756261
AAPL,2021-04-01,109.9835,110.7221,109.2224,109.961,45144380
AAPL,2021-04-02,111.1561,112.7976,110.0744,111.7159,37269198
AAPL,2021-04-05,113.5381,113.9697,112.6876,113.1191,14172985
AAPL,2021-04-06,114.2557,115.4288,113.3765,114.5497,11015667
AAPL,2021-04-07,114.3907,114.9805,113.9318,114.5216,32087640
AAPL,2021-04-08,111.9256,113.2181,111.1923,112.4848,36027732
AAPL,2021-04-09,111.2122,113.0188,110.8489,112.6555,24536599
AAPL,2021-04-12,111.0339,111.7933,110.3807,111.1401,31958456
AAPL,2021-04-13,114.6959,115.622,112.4028,113.3288,49883781
AAPL,2021-04-14,113.4393,114.0163,112.419,112.996,1892015
AAPL,2021-04-15,111.1351,111.9779,110.3029,111.1458,11356675
AAPL,2021-04-16,110.2885,111.3686,109.3536,110.4336,15139482
AAPL,2021-04-19,111.362,112.4146,110.2968,111.3494,42574929
AAPL,2021-04-20,110.4023,110.8713,109.6321,110.1011,37425691
AAPL,2021-04-21,107.6659,108.9005,107.0708,108.3053,18631957
AAPL,2021-04-22,109.4409,109.8374,108.438,108.8345,33289639
AAPL,2021-04-23,109.7602,110.8477,108.2815,109.369,4352214
AAPL,2021-04-26,108.6545,109.6779,107.2424,108.2657,34335234
AAPL,2021-04-27,107.4857,108.1882,106.5481,107.2506,20787303
AAPL,2021-04-28,107.7601,108.7099,106.7997,107.7495,39198513
AAPL,2021-04-29,105.0258,105.6965,104.003,104.6736,23158515
AAPL,2021-04-30,102.0694,102.7998,101.0379,101.7682,47433264
AAPL,2021-05-03,100.1388,100.6342,99.821,100.3164,20795655
AAPL,2021-05-04,99.6026,100.7046,98.787,99.8891,17912586
AAPL,2021-05-05,100.5633,100.9109,100.1646,100.5121,18633852
AAPL,2021-05-06,104.3239,105.2241,102.622,103.5221,46975556
AAPL,2021-05-07,104.6607,106.1942,103.7798,105.3132,22419897
AAPL,2021-05-10,104.2066,105.7973,103.3861,104.9769,47629174
AAPL,2021-05-11,105.0234,105.3142,104.6461,104.9369,10304612
AAPL,2021-05-12,102.88,103.371,102.3629,102.8538,41089655
AAPL,2021-05-13,102.9049,103.3648,102.3558,102.8158,30864805
AAPL,2021-05-14,102.3486,102.8803,101.6922,102.2239,33320708
AAPL,2021-05-17,102.771,103.2107,102.4462,102.8858,21333128
AAPL,2021-05-18,101.9515,102.9156,100.2335,101.1976,22788218
AAPL,2021-05-19,101.4357,102.9346,100.7554,102.2542,5713199
AAPL,2021-05-20,105.0006,105.9426,104.4954,105.4374,10664001
AAPL,2021-05-21,105.1539,105.7845,104.5777,105.2083,20291584
AAPL,2021-05-24,105.1856,106.6778,104.5647,106.0569,6125819
AAPL,2021-05-25,107.4364,108.2842,106.6832,107.531,33508722
AAPL,2021-05-26,107.5577,108.237,105.9923,106.6716,11598429
AAPL,2021-05-27,107.1619,108.1686,106.144,107.1507,18569546
AAPL,2021-05-28,107.3013,107.9688,106.5103,107.1777,5474843
AAPL,2021-05-31,106.7107,108.4548,105.6431,107.3873,19520171
AAPL,2021-06-01,105.4139,106.6794,104.4744,105.7398,41866635
AAPL,2021-06-02,105.5932,106.2216,105.1633,105.7917,3786905
AAPL,2021-06-03,106.6809,107.8635,105.668,106.8506,36400396
AAPL,2021-06-04,110.702,111.073,109.6262,109.9972,24511930
AAPL,2021-06-07,112.4405,113.4083,111.1601,112.1279,4503548
AAPL,2021-06-08,116.4114,117.6888,115.7846,117.062,27801589
AAPL,2021-06-09,115.4212,116.4685,114.2319,115.2792,8185115
AAPL,2021-06-10,117.6002,118.6572,116.251,117.308,42535944
AAPL,2021-06-11,118.4102,119.4162,116.7329,117.739,3269798
AAPL,2021-06-14,123.9822,125.0185,121.9737,123.01,5181726
AAPL,2021-06-15,120.4231,121.6166,119.844,121.0375,4439289
AAPL,2021-06-16,118.5391,119.3915,118.1693,119.0217,41196052
AAPL,2021-06-17,116.8639,118.2528,116.2145,117.6034,25463031
AAPL,2021-06-18,112.5806,113.1409,112.1521,112.7124,17186862
AAPL,2021-06-21,111.7935,112.6537,110.6733,111.5335,16823521
AAPL,2021-06-22,110.3952,110.955,109.2931,109.8529,15922998
AAPL,2021-06-23,110.142,111.2655,109.0603,110.1838,28171358
AAPL,2021-06-24,110.7621,111.7502,109.9514,110.9395,26298483
AAPL,2021-06-25,115.2688,116.2673,114.183,115.1814,20375691
AAPL,2021-06-28,116.9016,117.8019,116.4914,117.3918,35194304
AAPL,2021-06-29,117.2575,118.2979,115.0047,116.0451,21633014
AAPL,2021-06-30,113.0624,115.0523,111.9886,113.9786,34378855
AAPL,2021-07-01,115.2118,115.9201,114.3972,115.1055,22718628
